,State,State Abbreviation,Education Level of Mother,Year,Number of Births,Total Births in State,Average Age of Mother (years),Political Party Governing
1691,New York,NY,Bahcelor's Degree,2018,46108,226238,32.25,D
1692,New York,NY,Doctorate,2018,8428,226238,34.4,D
1693,New York,NY,High School Grad,2018,51751,226238,28.05,D
1694,New York,NY,Master's Degree,2018,33389,226238,33.35,D
1695,New York,NY,Some College Credit,2018,35082,226238,29.0,D
1696,New York,NY,Unknown,2018,1342,226238,29.7,D
1697,New York,NY,9th > 12th Grade,2019,21562,221539,26.95,D
1698,New York,NY,> 8th Grade,2019,8984,221539,30.55,D
1699,New York,NY,Associate Degree,2019,17602,221539,30.65,D
1700,New York,NY,Bahcelor's Degree,2019,46163,221539,32.35,D
1701,New York,NY,Doctorate,2019,8178,221539,34.6,D
1702,New York,NY,High School Grad,2019,50701,221539,28.05,D
1703,New York,NY,Master's Degree,2019,33030,221539,33.4,D
1704,New York,NY,Some College Credit,2019,33762,221539,29.1,D
1705,New York,NY,Unknown,2019,1557,221539,29.7,D
1706,New York,NY,9th > 12th Grade,2020,19427,209338,27.15,D
1707,New York,NY,> 8th Grade,2020,8296,209338,30.65,D
1708,New York,NY,Associate Degree,2020,16740,209338,30.75,D
1709,New York,NY,Bahcelor's Degree,2020,43673,209338,32.35,D
1710,New York,NY,Doctorate,2020,7900,209338,34.45,D
1711,New York,NY,High School Grad,2020,48608,209338,28.15,D
1712,New York,NY,Master's Degree,2020,31728,209338,33.45,D
1713,New York,NY,Some College Credit,2020,31492,209338,29.2,D
1714,New York,NY,Unknown,2020,1474,209338,29.5,D
1715,New York,NY,9th > 12th Grade,2021,17929,210742,27.35,D
1716,New York,NY,> 8th Grade,2021,8023,210742,30.7,D
1717,New York,NY,Associate Degree,2021,17058,210742,30.85,D
1718,New York,NY,Bahcelor's Degree,2021,45572,210742,32.4,D
1719,New York,NY,Doctorate,2021,8265,210742,34.65,D
1720,New York,NY,High School Grad,2021,48420,210742,28.2,D
1721,New York,NY,Master's Degree,2021,33196,210742,33.6,D
1722,New York,NY,Some College Credit,2021,30756,210742,29.45,D
1723,New York,NY,Unknown,2021,1523,210742,30.25,D
1724,North Carolina,NC,9th > 12th Grade,2016,12793,120779,24.55,R
1725,North Carolina,NC,> 8th Grade,2016,4529,120779,30.25,R
1726,North Carolina,NC,Associate Degree,2016,11044,120779,29.55,R
1727,North Carolina,NC,Bahcelor's Degree,2016,24234,120779,31.05,R
1728,North Carolina,NC,Doctorate,2016,2942,120779,33.6,R
1729,North Carolina,NC,High School Grad,2016,27443,120779,25.6,R
1730,North Carolina,NC,Master's Degree,2016,10217,120779,32.6,R
1731,North Carolina,NC,Some College Credit,2016,27240,120779,27.2,R
1732,North Carolina,NC,Unknown,2016,337,120779,29.35,R
1733,North Carolina,NC,9th > 12th Grade,2017,12421,120125,24.85,D
1734,North Carolina,NC,> 8th Grade,2017,4390,120125,30.35,D
1735,North Carolina,NC,Associate Degree,2017,11148,120125,29.6,D
1736,North Carolina,NC,Bahcelor's Degree,2017,23506,120125,31.2,D
1737,North Carolina,NC,Doctorate,2017,3017,120125,33.75,D
1738,North Carolina,NC,High School Grad,2017,28252,120125,25.65,D
1739,North Carolina,NC,Master's Degree,2017,10254,120125,32.75,D
1740,North Carolina,NC,Some College Credit,2017,26866,120125,27.25,D
1741,North Carolina,NC,Unknown,2017,271,120125,29.35,D
1742,North Carolina,NC,9th > 12th Grade,2018,11694,118954,25.1,D
1743,North Carolina,NC,> 8th Grade,2018,3943,118954,30.45,D
1744,North Carolina,NC,Associate Degree,2018,11226,118954,29.65,D
1745,North Carolina,NC,Bahcelor's Degree,2018,24110,118954,31.15,D
1746,North Carolina,NC,Doctorate,2018,3018,118954,33.7,D
1747,North Carolina,NC,High School Grad,2018,28321,118954,25.8,D
1748,North Carolina,NC,Master's Degree,2018,10446,118954,32.9,D
1749,North Carolina,NC,Some College Credit,2018,25807,118954,27.45,D
1750,North Carolina,NC,Unknown,2018,389,118954,29.35,D
1751,North Carolina,NC,9th > 12th Grade,2019,11254,118725,25.25,D
1752,North Carolina,NC,> 8th Grade,2019,3942,118725,30.2,D
1753,North Carolina,NC,Associate Degree,2019,11332,118725,29.6,D
1754,North Carolina,NC,Bahcelor's Degree,2019,23941,118725,31.2,D
1755,North Carolina,NC,Doctorate,2019,3117,118725,34.0,D
1756,North Carolina,NC,High School Grad,2019,29577,118725,26.0,D
1757,North Carolina,NC,Master's Degree,2019,10606,118725,32.95,D
1758,North Carolina,NC,Some College Credit,2019,24528,118725,27.5,D
1759,North Carolina,NC,Unknown,2019,428,118725,28.7,D
1760,North Carolina,NC,9th > 12th Grade,2020,10616,116730,25.3,D
1761,North Carolina,NC,> 8th Grade,2020,3884,116730,30.5,D
1762,North Carolina,NC,Associate Degree,2020,11198,116730,29.65,D
1763,North Carolina,NC,Bahcelor's Degree,2020,24225,116730,31.2,D
1764,North Carolina,NC,Doctorate,2020,3191,116730,34.0,D
1765,North Carolina,NC,High School Grad,2020,29290,116730,26.05,D
1766,North Carolina,NC,Master's Degree,2020,10438,116730,33.05,D
1767,North Carolina,NC,Some College Credit,2020,23565,116730,27.7,D
1768,North Carolina,NC,Unknown,2020,323,116730,29.4,D
1769,North Carolina,NC,9th > 12th Grade,2021,10187,120466,25.5,D
1770,North Carolina,NC,> 8th Grade,2021,3627,120466,30.05,D
1771,North Carolina,NC,Associate Degree,2021,11743,120466,29.65,D
1772,North Carolina,NC,Bahcelor's Degree,2021,26112,120466,31.3,D
1773,North Carolina,NC,Doctorate,2021,3425,120466,33.95,D
1774,North Carolina,NC,High School Grad,2021,30032,120466,26.2,D
1775,North Carolina,NC,Master's Degree,2021,11680,120466,33.05,D
1776,North Carolina,NC,Some College Credit,2021,23322,120466,28.05,D
1777,North Carolina,NC,Unknown,2021,338,120466,30.15,D
1778,North Dakota,ND,9th > 12th Grade,2016,828,11383,23.55,R
1779,North Dakota,ND,> 8th Grade,2016,170,11383,28.35,R
1780,North Dakota,ND,Associate Degree,2016,1539,11383,29.3,R
1781,North Dakota,ND,Bahcelor's Degree,2016,2984,11383,30.2,R
1782,North Dakota,ND,Doctorate,2016,288,11383,32.3,R
1783,North Dakota,ND,High School Grad,2016,2214,11383,25.95,R
1784,North Dakota,ND,Master's Degree,2016,783,11383,31.45,R
1785,North Dakota,ND,Some College Credit,2016,2425,11383,27.5,R
1786,North Dakota,ND,Unknown,2016,152,11383,28.75,R
1787,North Dakota,ND,9th > 12th Grade,2017,791,10737,24.05,R
1788,North Dakota,ND,> 8th Grade,2017,140,10737,28.55,R
1789,North Dakota,ND,Associate Degree,2017,1421,10737,29.55,R
1790,North Dakota,ND,Bahcelor's Degree,2017,2810,10737,30.25,R
1791,North Dakota,ND,Doctorate,2017,303,10737,32.5,R
1792,North Dakota,ND,High School Grad,2017,2099,10737,26.35,R
1793,North Dakota,ND,Master's Degree,2017,783,10737,31.8,R
1794,North Dakota,ND,Some College Credit,2017,2247,10737,27.55,R
1795,North Dakota,ND,Unknown,2017,143,10737,28.55,R
1796,North Dakota,ND,9th > 12th Grade,2018,783,10636,24.0,R
1797,North Dakota,ND,> 8th Grade,2018,113,10636,28.9,R
1798,North Dakota,ND,Associate Degree,2018,1413,10636,29.35,R
1799,North Dakota,ND,Bahcelor's Degree,2018,2793,10636,30.35,R
1800,North Dakota,ND,Doctorate,2018,346,10636,32.35,R
1801,North Dakota,ND,High School Grad,2018,2160,10636,26.3,R
1802,North Dakota,ND,Master's Degree,2018,776,10636,31.7,R
1803,North Dakota,ND,Some College Credit,2018,2118,10636,27.85,R
1804,North Dakota,ND,Unknown,2018,134,10636,28.95,R
1805,North Dakota,ND,9th > 12th Grade,2019,757,10454,24.7,R
1806,North Dakota,ND,> 8th Grade,2019,119,10454,29.2,R
1807,North Dakota,ND,Associate Degree,2019,1303,10454,29.65,R
1808,North Dakota,ND,Bahcelor's Degree,2019,2676,10454,30.45,R
1809,North Dakota,ND,Doctorate,2019,293,10454,32.45,R
1810,North Dakota,ND,High School Grad,2019,2168,10454,26.5,R
1811,North Dakota,ND,Master's Degree,2019,855,10454,31.8,R
1812,North Dakota,ND,Some College Credit,2019,2144,10454,28.0,R
1813,North Dakota,ND,Unknown,2019,139,10454,29.05,R
1814,North Dakota,ND,9th > 12th Grade,2020,692,10059,24.75,R
1815,North Dakota,ND,> 8th Grade,2020,108,10059,29.75,R
1816,North Dakota,ND,Associate Degree,2020,1307,10059,29.85,R
1817,North Dakota,ND,Bahcelor's Degree,2020,2569,10059,30.55,R
1818,North Dakota,ND,Doctorate,2020,274,10059,32.75,R
1819,North Dakota,ND,High School Grad,2020,2144,10059,26.55,R
1820,North Dakota,ND,Master's Degree,2020,799,10059,31.75,R
1821,North Dakota,ND,Some College Credit,2020,2018,10059,28.2,R
1822,North Dakota,ND,Unknown,2020,148,10059,28.9,R
1823,North Dakota,ND,9th > 12th Grade,2021,673,10112,24.75,R
1824,North Dakota,ND,> 8th Grade,2021,93,10112,30.1,R
1825,North Dakota,ND,Associate Degree,2021,1329,10112,29.85,R
1826,North Dakota,ND,Bahcelor's Degree,2021,2689,10112,30.5,R
1827,North Dakota,ND,Doctorate,2021,336,10112,32.6,R
1828,North Dakota,ND,High School Grad,2021,2070,10112,26.7,R
1829,North Dakota,ND,Master's Degree,2021,857,10112,31.65,R
1830,North Dakota,ND,Some College Credit,2021,1914,10112,28.3,R
1831,North Dakota,ND,Unknown,2021,151,10112,29.45,R
1832,Ohio,OH,9th > 12th Grade,2016,13799,138085,23.75,R
1833,Ohio,OH,> 8th Grade,2016,4627,138085,28.4,R
1834,Ohio,OH,Associate Degree,2016,12589,138085,29.7,R
1835,Ohio,OH,Bahcelor's Degree,2016,26048,138085,30.8,R
1836,Ohio,OH,Doctorate,2016,3361,138085,32.95,R
1837,Ohio,OH,High School Grad,2016,36228,138085,25.65,R
1838,Ohio,OH,Master's Degree,2016,12445,138085,32.35,R
1839,Ohio,OH,Some College Credit,2016,28449,138085,27.45,R
1840,Ohio,OH,Unknown,2016,539,138085,28.1,R
1841,Ohio,OH,9th > 12th Grade,2017,13242,136832,23.85,R
1842,Ohio,OH,> 8th Grade,2017,4819,136832,28.35,R
1843,Ohio,OH,Associate Degree,2017,12616,136832,29.8,R
1844,Ohio,OH,Bahcelor's Degree,2017,26013,136832,30.85,R
1845,Ohio,OH,Doctorate,2017,3387,136832,33.05,R
1846,Ohio,OH,High School Grad,2017,37301,136832,25.75,R
1847,Ohio,OH,Master's Degree,2017,12254,136832,32.4,R
1848,Ohio,OH,Some College Credit,2017,26806,136832,27.65,R
1849,Ohio,OH,Unknown,2017,394,136832,28.35,R
1850,Ohio,OH,9th > 12th Grade,2018,12633,135134,24.1,R
1851,Ohio,OH,> 8th Grade,2018,4774,135134,28.7,R
1852,Ohio,OH,Associate Degree,2018,12070,135134,29.85,R
1853,Ohio,OH,Bahcelor's Degree,2018,26081,135134,30.9,R
1854,Ohio,OH,Doctorate,2018,3537,135134,33.2,R
1855,Ohio,OH,High School Grad,2018,37813,135134,25.9,R
1856,Ohio,OH,Master's Degree,2018,12349,135134,32.55,R
1857,Ohio,OH,Some College Credit,2018,25493,135134,27.9,R
1858,Ohio,OH,Unknown,2018,384,135134,28.65,R
1859,Ohio,OH,9th > 12th Grade,2019,12240,134461,24.25,R
1860,Ohio,OH,> 8th Grade,2019,4795,134461,28.75,R
1861,Ohio,OH,Associate Degree,2019,11968,134461,30.0,R
1862,Ohio,OH,Bahcelor's Degree,2019,26014,134461,31.0,R
1863,Ohio,OH,Doctorate,2019,3415,134461,33.25,R
1864,Ohio,OH,High School Grad,2019,38520,134461,26.0,R
1865,Ohio,OH,Master's Degree,2019,12372,134461,32.6,R
1866,Ohio,OH,Some College Credit,2019,24688,134461,28.0,R
1867,Ohio,OH,Unknown,2019,449,134461,28.35,R
1868,Ohio,OH,9th > 12th Grade,2020,11256,129191,24.35,R
1869,Ohio,OH,> 8th Grade,2020,4902,129191,28.55,R
1870,Ohio,OH,Associate Degree,2020,11466,129191,30.1,R
1871,Ohio,OH,Bahcelor's Degree,2020,25510,129191,31.1,R
1872,Ohio,OH,Doctorate,2020,3457,129191,33.35,R
1873,Ohio,OH,High School Grad,2020,37407,129191,26.1,R
1874,Ohio,OH,Master's Degree,2020,11987,129191,32.6,R
1875,Ohio,OH,Some College Credit,2020,22804,129191,28.25,R
1876,Ohio,OH,Unknown,2020,402,129191,28.85,R
1877,Ohio,OH,9th > 12th Grade,2021,10348,129791,24.45,R
1878,Ohio,OH,> 8th Grade,2021,5060,129791,28.55,R
1879,Ohio,OH,Associate Degree,2021,11650,129791,30.0,R
1880,Ohio,OH,Bahcelor's Degree,2021,26962,129791,31.1,R
1881,Ohio,OH,Doctorate,2021,3621,129791,33.4,R
1882,Ohio,OH,High School Grad,2021,37267,129791,26.2,R
1883,Ohio,OH,Master's Degree,2021,12615,129791,32.6,R
1884,Ohio,OH,Some College Credit,2021,21817,129791,28.45,R
1885,Ohio,OH,Unknown,2021,451,129791,28.95,R
1886,Oklahoma,OK,9th > 12th Grade,2016,7170,52592,23.8,R
1887,Oklahoma,OK,> 8th Grade,2016,1624,52592,28.05,R
1888,Oklahoma,OK,Associate Degree,2016,3998,52592,29.05,R
1889,Oklahoma,OK,Bahcelor's Degree,2016,8742,52592,30.3,R
1890,Oklahoma,OK,Doctorate,2016,832,52592,32.6,R
1891,Oklahoma,OK,High School Grad,2016,15319,52592,25.3,R
1892,Oklahoma,OK,Master's Degree,2016,2579,52592,32.0,R
1893,Oklahoma,OK,Some College Credit,2016,12196,52592,26.95,R
1894,Oklahoma,OK,Unknown,2016,132,52592,27.65,R
1895,Oklahoma,OK,9th > 12th Grade,2017,6487,50214,24.05,R
1896,Oklahoma,OK,> 8th Grade,2017,1570,50214,28.35,R
1897,Oklahoma,OK,Associate Degree,2017,3928,50214,29.05,R
1898,Oklahoma,OK,Bahcelor's Degree,2017,8381,50214,30.35,R
1899,Oklahoma,OK,Doctorate,2017,810,50214,32.95,R
1900,Oklahoma,OK,High School Grad,2017,14775,50214,25.4,R
1901,Oklahoma,OK,Master's Degree,2017,2403,50214,32.0,R
1902,Oklahoma,OK,Some College Credit,2017,11725,50214,27.05,R
1903,Oklahoma,OK,Unknown,2017,135,50214,28.5,R
1904,Oklahoma,OK,9th > 12th Grade,2018,6134,49800,24.1,R
1905,Oklahoma,OK,> 8th Grade,2018,1441,49800,28.65,R
1906,Oklahoma,OK,Associate Degree,2018,3891,49800,29.0,R
1907,Oklahoma,OK,Bahcelor's Degree,2018,8324,49800,30.5,R
1908,Oklahoma,OK,Doctorate,2018,828,49800,32.95,R
1909,Oklahoma,OK,High School Grad,2018,15069,49800,25.6,R
1910,Oklahoma,OK,Master's Degree,2018,2472,49800,32.05,R
1911,Oklahoma,OK,Some College Credit,2018,11534,49800,27.2,R
1912,Oklahoma,OK,Unknown,2018,107,49800,29.05,R
1913,Oklahoma,OK,9th > 12th Grade,2019,5984,49143,24.35,R
1914,Oklahoma,OK,> 8th Grade,2019,1392,49143,28.5,R
1915,Oklahoma,OK,Associate Degree,2019,3793,49143,29.3,R
1916,Oklahoma,OK,Bahcelor's Degree,2019,7909,49143,30.5,R
1917,Oklahoma,OK,Doctorate,2019,848,49143,32.95,R
1918,Oklahoma,OK,High School Grad,2019,15440,49143,25.6,R
1919,Oklahoma,OK,Master's Degree,2019,2476,49143,32.25,R
1920,Oklahoma,OK,Some College Credit,2019,11148,49143,27.25,R
1921,Oklahoma,OK,Unknown,2019,153,49143,28.55,R
1922,Oklahoma,OK,9th > 12th Grade,2020,5775,47623,24.4,R
1923,Oklahoma,OK,> 8th Grade,2020,1292,47623,28.7,R
1924,Oklahoma,OK,Associate Degree,2020,3577,47623,29.35,R
1925,Oklahoma,OK,Bahcelor's Degree,2020,7891,47623,30.5,R
1926,Oklahoma,OK,Doctorate,2020,842,47623,32.9,R
1927,Oklahoma,OK,High School Grad,2020,14735,47623,25.65,R
1928,Oklahoma,OK,Master's Degree,2020,2504,47623,32.3,R
1929,Oklahoma,OK,Some College Credit,2020,10893,47623,27.5,R
1930,Oklahoma,OK,Unknown,2020,114,47623,28.85,R
1931,Oklahoma,OK,9th > 12th Grade,2021,5458,48410,24.45,R
1932,Oklahoma,OK,> 8th Grade,2021,1288,48410,28.7,R
1933,Oklahoma,OK,Associate Degree,2021,3889,48410,29.15,R
1934,Oklahoma,OK,Bahcelor's Degree,2021,8336,48410,30.45,R
1935,Oklahoma,OK,Doctorate,2021,828,48410,33.0,R
1936,Oklahoma,OK,High School Grad,2021,15129,48410,25.75,R
1937,Oklahoma,OK,Master's Degree,2021,2620,48410,32.1,R
1938,Oklahoma,OK,Some College Credit,2021,10752,48410,27.6,R
1939,Oklahoma,OK,Unknown,2021,110,48410,29.3,R
1940,Oregon,OR,9th > 12th Grade,2016,4625,45535,25.4,D
1941,Oregon,OR,> 8th Grade,2016,1306,45535,31.3,D
1942,Oregon,OR,Associate Degree,2016,3773,45535,29.9,D
1943,Oregon,OR,Bahcelor's Degree,2016,9028,45535,31.75,D
1944,Oregon,OR,Doctorate,2016,1397,45535,34.15,D
1945,Oregon,OR,High School Grad,2016,9901,45535,26.45,D
1946,Oregon,OR,Master's Degree,2016,4139,45535,33.3,D
1947,Oregon,OR,Some College Credit,2016,11135,45535,28.25,D
1948,Oregon,OR,Unknown,2016,231,45535,30.05,D
1949,Oregon,OR,9th > 12th Grade,2017,4212,43631,25.5,D
1950,Oregon,OR,> 8th Grade,2017,1243,43631,31.2,D
1951,Oregon,OR,Associate Degree,2017,3556,43631,30.35,D
1952,Oregon,OR,Bahcelor's Degree,2017,8799,43631,31.95,D
1953,Oregon,OR,Doctorate,2017,1367,43631,34.2,D
1954,Oregon,OR,High School Grad,2017,9893,43631,26.6,D
1955,Oregon,OR,Master's Degree,2017,3922,43631,33.45,D
1956,Oregon,OR,Some College Credit,2017,10421,43631,28.45,D
1957,Oregon,OR,Unknown,2017,218,43631,30.4,D
1958,Oregon,OR,9th > 12th Grade,2018,3975,42188,25.65,D
1959,Oregon,OR,> 8th Grade,2018,1129,42188,31.3,D
1960,Oregon,OR,Associate Degree,2018,3548,42188,30.4,D
1961,Oregon,OR,Bahcelor's Degree,2018,8685,42188,31.95,D
1962,Oregon,OR,Doctorate,2018,1390,42188,34.25,D
1963,Oregon,OR,High School Grad,2018,9483,42188,26.75,D
1964,Oregon,OR,Master's Degree,2018,3883,42188,33.55,D
1965,Oregon,OR,Some College Credit,2018,9847,42188,28.45,D
1966,Oregon,OR,Unknown,2018,248,42188,29.9,D
1967,Oregon,OR,9th > 12th Grade,2019,3708,41858,25.75,D
1968,Oregon,OR,> 8th Grade,2019,1149,41858,31.0,D
1969,Oregon,OR,Associate Degree,2019,3457,41858,30.45,D
1970,Oregon,OR,Bahcelor's Degree,2019,8581,41858,32.0,D
1971,Oregon,OR,Doctorate,2019,1373,41858,34.4,D
1972,Oregon,OR,High School Grad,2019,9641,41858,26.85,D
1973,Oregon,OR,Master's Degree,2019,3879,41858,33.7,D
1974,Oregon,OR,Some College Credit,2019,9822,41858,28.75,D
1975,Oregon,OR,Unknown,2019,248,41858,29.95,D
1976,Oregon,OR,9th > 12th Grade,2020,3356,39820,25.85,D
1977,Oregon,OR,> 8th Grade,2020,943,39820,31.05,D
1978,Oregon,OR,Associate Degree,2020,3409,39820,30.4,D
1979,Oregon,OR,Bahcelor's Degree,2020,8317,39820,32.25,D
1980,Oregon,OR,Doctorate,2020,1353,39820,34.75,D
1981,Oregon,OR,High School Grad,2020,9376,39820,26.95,D
1982,Oregon,OR,Master's Degree,2020,3711,39820,33.8,D
1983,Oregon,OR,Some College Credit,2020,9098,39820,28.95,D
1984,Oregon,OR,Unknown,2020,257,39820,30.45,D
1985,Oregon,OR,9th > 12th Grade,2021,3224,40914,26.05,D
1986,Oregon,OR,> 8th Grade,2021,941,40914,30.25,D
1987,Oregon,OR,Associate Degree,2021,3527,40914,30.5,D
1988,Oregon,OR,Bahcelor's Degree,2021,9135,40914,32.2,D
1989,Oregon,OR,Doctorate,2021,1425,40914,34.8,D
1990,Oregon,OR,High School Grad,2021,9487,40914,27.15,D
1991,Oregon,OR,Master's Degree,2021,3930,40914,33.75,D
1992,Oregon,OR,Some College Credit,2021,8920,40914,29.05,D
1993,Oregon,OR,Unknown,2021,325,40914,30.2,D
